"","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G3"
"642","M",17,1,1,0,"higher education","higher education",0,0,0,"<15mins","2-5hrs",0,1,1,0,1,1,1,1,1,"good","very high","very high","very low","not sure","low",0,13,13
"643","M",16,1,1,0,"higher education","higher education",4,3,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","low","high","low","high","very low",0,13,14
"644","M",16,1,0,0,"primary education","primary education",3,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"not sure","high","low","very low","very low","very high",2,9,9
"645","M",16,1,1,0,"secondary education","5th-9th grade",1,3,0,"15-30mins","5-10hrs",0,0,0,0,1,1,1,1,1,"excellent","not sure","not sure","very low","not sure","low",0,12,12
"646","M",17,1,0,0,"5th-9th grade","5th-9th grade",3,3,1,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,1,"good","high","low","very high","very high","high",0,16,16
"647","F",16,1,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,1,"good","very high","low","very low","very low","very high",4,9,10
"648","F",16,1,1,1,"higher education","primary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","not sure","not sure","very low","low","very high",0,14,13
"649","F",18,1,0,1,"5th-9th grade","higher education",2,3,0,"15-30mins","2-5hrs",1,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","not sure",18,10,10
"650","F",18,1,0,0,"5th-9th grade","5th-9th grade",1,2,0,"<15mins","2-5hrs",1,0,1,0,0,0,1,1,1,"excellent","not sure","very low","very low","very low","very high",16,9,10
"651","F",18,1,1,0,"secondary education","secondary education",3,3,0,"15-30mins","<2hrs",1,0,0,0,0,1,0,1,0,"good","very low","very low","very low","very low","not sure",14,8,7
"652","M",18,1,1,0,"5th-9th grade","5th-9th grade",3,1,2,"<15mins","<2hrs",1,0,1,0,1,0,0,1,1,"good","high","not sure","low","low","very low",26,7,8
"653","M",17,1,1,0,"higher education","higher education",0,0,0,"<15mins","<2hrs",0,0,1,0,1,0,1,1,0,"good","low","very low","very low","low","very high",6,10,9
"654","F",17,1,1,0,"secondary education","5th-9th grade",3,3,1,"<15mins","2-5hrs",0,0,0,0,1,1,1,0,0,"excellent","high","low","very low","very low","not sure",4,14,15
"655","F",17,1,0,0,"primary education","primary education",1,1,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","not sure","low","very low","low","high",10,11,10
"656","F",16,1,1,0,"primary education","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,0,0,0,1,0,1,0,"excellent","not sure","very high","very low","low","very high",4,12,11
"657","F",17,0,1,0,"5th-9th grade","primary education",1,2,0,"30mins-1hr","2-5hrs",0,0,0,0,1,1,1,0,0,"bad","very low","very low","very low","very low","not sure",2,13,13
"658","F",17,0,0,1,"primary education","higher education",3,3,2,">1hr","<2hrs",1,0,1,0,0,1,1,1,0,"excellent","very high","high","very low","very low","very high",14,9,8
"659","M",18,1,1,0,"5th-9th grade","5th-9th grade",3,2,1,"<15mins","2-5hrs",0,0,0,0,0,1,0,1,0,"excellent","very high","high","not sure","very high","low",16,8,8
"660","F",17,1,0,1,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",1,0,1,0,0,0,0,1,0,"not sure","very low","low","very low","very low","very low",8,11,10
"661","F",17,0,0,0,"primary education","primary education",1,3,0,"15-30mins","5-10hrs",0,0,0,0,1,1,1,1,0,"good","not sure","not sure","very low","not sure","very high",4,15,15
"662","F",17,1,0,1,"higher education","5th-9th grade",0,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,0,0,"good","not sure","low","very low","very low","high",4,15,14
"663","M",17,1,0,0,"higher education","secondary education",4,3,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,1,"bad","very high","very high","very low","high","very high",8,15,15
"664","M",17,0,0,1,"higher education","higher education",0,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"not sure","not sure","not sure","low","not sure","high",0,12,12
"665","M",16,1,0,0,"higher education","secondary education",0,3,0,"<15mins","<2hrs",0,0,0,0,1,0,1,1,0,"excellent","high","very high","very low","very low","not sure",7,14,15
"666","M",16,1,1,0,"higher education","higher education",2,2,0,"<15mins","<2hrs",0,0,0,1,1,1,1,1,0,"excellent","not sure","low","very low","low","very high",4,14,15
"667","F",17,1,1,0,"higher education","higher education",0,2,0,"<15mins","2-5hrs",0,0,1,1,0,1,1,1,1,"excellent","not sure","very low","very low","high","very high",2,11,12
"668","M",17,0,1,0,"primary education","primary education",3,3,1,"15-30mins","5-10hrs",0,0,0,0,0,0,1,1,1,"good","not sure","not sure","very low","very low","very low",2,13,15
"669","F",17,1,1,0,"secondary education","secondary education",2,3,0,"15-30mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","low","low","low","not sure","very high",10,11,11
"670","F",17,1,1,0,"primary education","primary education",1,3,0,"<15mins","2-5hrs",0,1,0,0,0,0,1,0,1,"good","not sure","low","very low","very low","high",10,10,10
"671","F",18,1,1,0,"5th-9th grade","primary education",3,3,2,"15-30mins","5-10hrs",0,0,1,0,0,0,1,1,1,"good","high","high","very low","very low","not sure",10,12,11
"672","M",16,1,1,0,"5th-9th grade","primary education",3,3,0,"30mins-1hr","<2hrs",0,0,0,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","high",7,15,16
"673","F",17,1,1,0,"primary education","primary education",3,2,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,0,"good","not sure","high","very low","low","very high",4,11,11
"674","M",17,1,1,0,"5th-9th grade","secondary education",3,3,1,"15-30mins","<2hrs",0,0,0,0,0,1,1,1,0,"excellent","low","low","very low","very low","low",2,9,13
"675","M",22,1,1,0,"secondary education","primary education",2,2,0,"<15mins","<2hrs",3,0,0,0,0,0,0,1,1,"excellent","high","very high","very high","very high","very low",12,7,5
"676","M",18,0,0,0,"secondary education","secondary education",3,2,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","not sure","not sure","very low","not sure","very high",8,10,10
"677","M",16,1,1,0,"none","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,0,0,0,0,1,1,0,"good","not sure","low","low","high","very high",0,11,11
"678","M",18,1,1,0,"secondary education","5th-9th grade",2,3,0,"15-30mins","<2hrs",0,0,0,0,0,1,0,1,0,"good","high","very high","low","high","very high",8,7,7
"679","M",16,1,1,0,"secondary education","secondary education",1,3,2,"30mins-1hr","2-5hrs",1,1,1,0,0,0,1,1,0,"excellent","not sure","not sure","very low","not sure","low",4,9,10
"680","M",18,1,1,0,"5th-9th grade","primary education",2,2,0,"<15mins","<2hrs",2,0,0,0,0,0,0,1,0,"not sure","low","very high","low","very high","very high",4,7,6
"681","M",16,0,1,0,"5th-9th grade","primary education",3,3,0,"15-30mins","<2hrs",0,0,0,0,1,0,1,0,0,"not sure","not sure","low","very low","not sure","not sure",2,14,12
"682","M",17,0,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","<2hrs",0,0,0,0,0,0,1,1,0,"good","high","low","low","high","very high",0,12,13
"683","M",17,1,0,0,"primary education","primary education",4,3,0,"15-30mins","<2hrs",1,0,1,0,1,1,1,1,0,"good","high","high","very low","low","very high",0,9,10
"684","F",18,1,0,1,"5th-9th grade","primary education",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,1,"good","not sure","high","very low","not sure","very high",2,12,13
"685","F",17,1,0,0,"higher education","5th-9th grade",0,2,0,"<15mins",">10hrs",0,0,1,0,1,1,1,1,0,"good","low","not sure","very low","very low","high",2,14,17
"686","F",19,1,1,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","very high",0,10,11
"687","M",18,1,0,0,"5th-9th grade","primary education",2,3,0,"30mins-1hr","2-5hrs",1,0,0,0,1,0,0,1,0,"good","high","very high","high","high","very high",4,11,11
"688","F",17,0,1,0,"higher education","5th-9th grade",3,3,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"good","not sure","high","very low","not sure","very high",2,11,14
"689","F",18,1,0,0,"primary education","primary education",3,1,0,"<15mins","5-10hrs",0,0,1,0,0,0,1,0,0,"good","high","not sure","low","not sure","not sure",4,11,14
"690","F",18,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,1,0,0,0,1,1,0,0,"not sure","low","not sure","very low","very low","very high",4,11,13
"691","M",19,1,0,1,"higher education","secondary education",2,1,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","very low","very low","very low","very low",4,11,14
"692","M",18,1,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"excellent","low","high","very low","low","high",2,16,16
"693","M",17,0,1,0,"5th-9th grade","5th-9th grade",3,2,0,"15-30mins","<2hrs",0,0,0,0,0,0,0,0,0,"excellent","low","low","very low","very low","high",0,9,10
"694","F",17,1,0,0,"5th-9th grade","5th-9th grade",2,2,1,"<15mins",">10hrs",0,0,0,0,1,1,1,1,1,"not sure","high","very low","very low","very low","low",2,10,12
"695","F",20,0,1,0,"5th-9th grade","primary education",3,3,2,"15-30mins","2-5hrs",0,0,1,1,1,1,0,1,1,"very bad","low","not sure","very low","low","low",8,10,12
"696","F",18,1,1,0,"higher education","secondary education",2,3,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"not sure","very low","low","very low","not sure","low",2,15,15
"697","M",18,1,1,0,"higher education","secondary education",0,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,0,"good","not sure","low","very low","very low","not sure",2,10,11
"698","M",18,0,1,0,"secondary education","5th-9th grade",3,3,0,"<15mins","5-10hrs",0,0,0,0,1,0,1,0,0,"excellent","not sure","low","very low","very low","not sure",2,10,12
"699","F",17,1,1,0,"secondary education","secondary education",3,3,0,"<15mins","5-10hrs",0,0,0,0,1,0,1,0,0,"not sure","low","not sure","very low","very low","high",2,15,13
"700","F",18,1,1,0,"5th-9th grade","5th-9th grade",1,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","not sure","not sure","very low","very low","not sure",0,11,13
"701","M",17,1,1,0,"5th-9th grade","5th-9th grade",3,3,1,"15-30mins","<2hrs",0,0,0,0,0,1,0,1,0,"good","high","high","low","not sure","high",8,8,9
"702","M",18,0,0,1,"secondary education","higher education",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","low","very high","not sure","high","very low",6,15,16
"703","M",17,1,1,0,"secondary education","primary education",2,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","high","high","not sure","high","very high",0,11,14
"704","F",18,0,1,0,"higher education","higher education",0,3,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,0,"good","not sure","high","low","low","high",8,10,12
"705","M",18,1,1,0,"higher education","5th-9th grade",4,3,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,1,"excellent","high","very high","very low","not sure","very high",4,10,14
"706","F",18,0,1,0,"5th-9th grade","primary education",3,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,0,1,1,"good","not sure","very high","very low","low","not sure",12,8,10
"707","F",19,1,1,0,"secondary education","secondary education",3,2,2,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","very high","not sure","not sure","very high",16,11,12
"708","F",18,1,1,0,"5th-9th grade","secondary education",3,2,1,"<15mins",">10hrs",0,0,1,0,1,1,1,1,1,"good","very high","very high","very low","not sure","low",10,16,16
"709","F",18,1,0,0,"primary education","primary education",3,3,0,"15-30mins","2-5hrs",0,0,1,0,0,0,1,0,0,"good","high","not sure","very low","very low","not sure",2,13,13
"710","M",17,0,1,0,"primary education","5th-9th grade",1,1,0,"<15mins","2-5hrs",0,0,1,0,1,0,1,0,1,"not sure","very high","low","low","low","very low",2,16,18
"711","F",18,1,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","low","very high","very low","low","very low",8,14,15
"712","F",17,1,1,0,"5th-9th grade","higher education",1,4,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","not sure","not sure","very low","very low","very low",6,15,16
"713","F",17,1,0,0,"5th-9th grade","5th-9th grade",2,3,0,"15-30mins","2-5hrs",0,1,1,0,0,1,1,1,1,"good","high","high","low","not sure","very high",6,12,12
"714","F",18,0,1,1,"secondary education","5th-9th grade",3,2,0,"15-30mins","2-5hrs",0,0,0,0,0,0,0,1,1,"good","very low","very low","very low","very low","very high",15,12,10
"715","M",18,1,1,0,"higher education","higher education",0,2,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,0,"not sure","low","high","very low","high","not sure",6,11,12
"716","F",18,1,1,0,"higher education","higher education",4,4,1,"<15mins","2-5hrs",1,1,1,0,1,1,1,1,1,"bad","high","high","very low","very low","high",2,14,13
"717","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,2,1,"30mins-1hr","5-10hrs",0,0,1,0,0,1,1,1,1,"good","low","not sure","very low","very low","very low",8,13,15
"718","F",19,0,1,0,"secondary education","5th-9th grade",2,2,1,"<15mins","2-5hrs",1,1,1,0,0,1,0,1,0,"not sure","not sure","not sure","high","not sure","not sure",0,9,10
"719","M",18,1,0,0,"higher education","secondary education",0,2,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","low","not sure","very low","low","very low",0,10,10
"720","M",18,1,1,0,"primary education","5th-9th grade",1,3,2,"15-30mins","<2hrs",0,0,0,0,0,0,0,1,0,"not sure","high","high","low","high","high",10,10,11
"721","M",17,1,0,1,"higher education","primary education",2,3,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,1,"good","very high","high","low","high","very high",22,11,10
"722","M",17,1,0,1,"secondary education","5th-9th grade",0,2,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"good","high","high","not sure","high","not sure",18,13,13
"723","F",18,0,0,0,"primary education","primary education",1,3,0,"15-30mins",">10hrs",0,0,1,0,1,1,1,0,0,"excellent","low","low","very low","very low","not sure",2,17,18
"724","F",18,1,1,0,"primary education","primary education",3,3,0,"15-30mins","2-5hrs",0,1,0,0,1,1,1,1,0,"excellent","high","high","very low","very low","high",0,12,13
"725","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,0,"excellent","high","very high","very low","low","very high",12,12,14
"726","F",18,1,1,0,"5th-9th grade","primary education",3,3,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","not sure","very low","very low","very low","very high",10,12,14
"727","M",17,1,1,0,"primary education","primary education",3,3,1,"<15mins","2-5hrs",0,0,0,0,0,0,1,1,0,"good","not sure","not sure","very low","low","high",0,12,12
"728","F",18,1,1,0,"5th-9th grade","5th-9th grade",1,1,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","low","low",0,18,18
"729","F",17,1,1,0,"primary education","primary education",2,0,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","not sure",0,13,14
"730","M",18,1,1,0,"5th-9th grade","primary education",2,2,0,"<15mins","5-10hrs",0,0,0,0,1,1,1,1,0,"good","low","high","very low","not sure","low",0,14,15
"731","M",18,1,0,1,"higher education","higher education",0,0,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","high","not sure","very low","very low","low",0,17,17
"732","M",18,1,1,0,"higher education","5th-9th grade",0,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,1,"good","not sure","low","very low","high","very high",2,15,16
"733","F",17,1,1,0,"higher education","secondary education",4,2,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","low","low","very low","low","not sure",0,17,18
"734","F",17,0,0,0,"secondary education","primary education",2,3,0,"15-30mins",">10hrs",0,0,1,0,0,1,1,0,0,"not sure","very low","low","very low","very low","not sure",0,18,19
"735","M",18,0,0,0,"secondary education","5th-9th grade",2,3,0,"15-30mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","high","low","very low","very low","high",0,14,15
"736","M",17,1,1,0,"secondary education","secondary education",4,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","high","not sure","very low","not sure","very high",0,14,15
"737","F",19,1,1,0,"higher education","higher education",4,3,2,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"bad","not sure","high","low","not sure","low",2,14,13
"738","F",18,1,0,0,"higher education","secondary education",3,3,2,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","high","very high","very low","low","low",0,13,14
"739","F",18,1,1,0,"higher education","secondary education",3,3,1,"<15mins",">10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","not sure",0,16,17
"740","M",18,1,0,0,"higher education","higher education",0,0,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,1,"very bad","high","low","low","low","very low",0,18,17
"741","F",18,1,0,1,"higher education","higher education",4,3,0,"<15mins","2-5hrs",0,0,1,1,0,1,1,1,1,"good","low","high","very low","very low","high",0,14,15
"742","M",17,1,0,0,"higher education","higher education",3,0,1,"15-30mins","<2hrs",0,0,0,0,0,1,1,1,0,"good","very low","very low","low","low","very high",0,12,13
"743","F",17,0,1,0,"higher education","higher education",2,2,0,"15-30mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","high","very low","very low","very high",0,7,8
"744","F",17,1,1,0,"higher education","5th-9th grade",3,3,0,"15-30mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","not sure",0,16,16
"745","F",17,1,1,0,"secondary education","5th-9th grade",4,4,1,"<15mins",">10hrs",0,0,1,0,1,0,1,1,0,"excellent","low","low","very low","low","very high",0,18,18
"746","M",19,0,0,0,"5th-9th grade","primary education",1,2,0,"15-30mins","5-10hrs",1,0,0,0,1,1,1,1,1,"good","not sure","very low","very low","very low","very high",0,9,11
"747","M",20,1,1,1,"secondary education","5th-9th grade",2,3,2,"<15mins","<2hrs",2,0,0,0,1,1,1,0,0,"excellent","very high","not sure","very low","very low","very high",0,14,15
"748","M",19,0,1,0,"secondary education","secondary education",3,2,1,"<15mins","2-5hrs",0,0,0,0,1,1,1,0,1,"good","very high","not sure","very low","low","very high",0,10,11
"749","F",18,1,1,0,"primary education","higher education",3,0,0,"<15mins","2-5hrs",0,1,1,0,0,0,1,0,1,"not sure","high","high","very low","low","very high",2,10,11
"750","F",18,1,1,0,"5th-9th grade","primary education",2,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","low","very low",2,12,15
"751","F",17,1,1,0,"5th-9th grade","secondary education",3,3,1,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","low","very low","very low","very low","not sure",2,11,14
"752","F",17,0,1,0,"higher education","higher education",0,0,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","high","high","very low","very low","very high",2,15,17
"753","F",18,1,1,0,"higher education","secondary education",3,3,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","not sure","high","very low","very low","very high",2,14,17
"754","F",18,1,0,0,"higher education","secondary education",4,2,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,1,0,"not sure","low","high","very low","high","very low",8,12,15
"755","F",17,0,1,0,"secondary education","higher education",1,2,1,"<15mins","5-10hrs",0,0,1,0,1,0,1,1,0,"good","not sure","high","low","very high","very high",2,15,17
"756","F",18,1,1,0,"secondary education","secondary education",1,3,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","very low","high","very low","very low","not sure",8,11,14
"757","M",19,1,1,0,"higher education","5th-9th grade",4,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,1,"excellent","high","high","very low","very low","very low",9,11,10
"758","F",18,1,1,0,"higher education","higher education",0,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","high","high","not sure","not sure","very high",0,12,13
"759","F",18,1,1,0,"secondary education","higher education",3,3,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,1,"excellent","high","high","very low","very low","very low",4,11,14
"760","F",17,1,1,0,"higher education","higher education",4,4,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"excellent","not sure","high","very low","low","very high",2,14,17
"761","F",17,1,1,1,"higher education","secondary education",2,2,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"excellent","low","low","very low","low","very high",14,15,17
"762","F",17,1,0,1,"secondary education","secondary education",2,3,0,"<15mins","2-5hrs",0,1,1,0,0,1,1,1,0,"excellent","not sure","not sure","very low","very low","very high",0,12,13
"763","F",17,1,0,0,"5th-9th grade","primary education",3,3,1,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"good","low","not sure","low","low","low",2,11,14
"764","M",18,1,0,0,"higher education","higher education",3,3,1,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","low","very high","not sure","high","very high",2,8,11
"765","F",19,1,1,0,"primary education","primary education",3,3,2,"30mins-1hr","5-10hrs",0,0,0,0,1,1,0,0,1,"very bad","very high","very high","high","not sure","very high",12,10,11
"766","F",19,1,0,1,"primary education","primary education",3,3,2,"30mins-1hr","2-5hrs",2,0,1,0,0,0,1,1,1,"excellent","not sure","high","very low","very low","high",2,8,9
"767","F",18,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,1,"good","not sure","very high","low","high","very high",2,10,10
"768","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,1,"good","low","low","very low","very low","not sure",4,14,13
"769","F",17,0,0,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"not sure","not sure","low","low","low","not sure",0,11,10
"770","F",17,1,1,0,"secondary education","primary education",2,2,1,"<15mins","5-10hrs",0,0,1,0,0,0,1,1,0,"not sure","high","not sure","low","not sure","very high",0,17,17
"771","F",17,1,0,0,"none","5th-9th grade",1,1,1,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,0,"not sure","not sure","not sure","low","not sure","low",0,14,15
"772","F",18,1,1,0,"primary education","primary education",3,3,0,"15-30mins","5-10hrs",0,0,0,0,1,1,1,1,0,"good","very high","very high","very low","low","low",0,14,14
"773","M",18,1,1,0,"higher education","higher education",3,3,0,"<15mins","5-10hrs",0,0,0,0,1,1,1,1,0,"good","not sure","not sure","low","low","not sure",0,13,13
"774","M",17,1,1,0,"secondary education","secondary education",3,2,0,"<15mins","<2hrs",0,0,0,0,1,0,1,1,0,"good","not sure","very high","not sure","very high","very high",0,17,17
"775","M",17,0,1,0,"5th-9th grade","5th-9th grade",2,3,0,">1hr","<2hrs",0,0,1,0,0,1,1,1,0,"good","high","very high","very high","very high","high",2,11,10
"776","F",17,1,1,0,"higher education","higher education",0,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","high","high","very low","not sure","high",0,13,13
"777","F",17,1,1,0,"higher education","higher education",0,0,0,"15-30mins","5-10hrs",0,0,1,0,0,0,1,1,1,"good","not sure","not sure","very low","low","high",4,15,15
"778","F",17,1,1,0,"secondary education","secondary education",1,3,0,"<15mins","<2hrs",0,0,1,1,1,1,1,1,0,"good","low","very high","low","very high","very high",2,11,11
"779","M",18,1,0,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins",">10hrs",0,0,1,1,1,1,1,1,0,"good","very high","very high","low","high","very high",0,11,12
"780","M",19,0,1,0,"secondary education","5th-9th grade",1,2,2,"<15mins","<2hrs",0,0,1,0,0,0,1,0,1,"excellent","not sure","high","low","low","very high",0,11,10
"781","F",18,1,1,0,"5th-9th grade","5th-9th grade",1,3,0,">1hr","2-5hrs",0,0,0,0,1,1,1,0,1,"good","low","very high","very low","very low","low",2,10,10
"782","F",17,0,1,0,"5th-9th grade","higher education",1,3,1,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","high","not sure","very low","very low","very high",0,15,15
"783","M",18,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,0,0,0,0,1,1,0,"excellent","high","low","very low","low","very high",6,15,15
"784","F",18,1,1,0,"secondary education","secondary education",2,2,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"excellent","not sure","high","very low","very low","high",8,10,12
"785","F",18,1,0,0,"5th-9th grade","5th-9th grade",3,3,2,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,1,"good","not sure","not sure","very low","very low","low",0,10,12
"786","F",18,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins",">10hrs",0,0,0,0,1,1,1,0,0,"good","high","high","very low","very low","high",6,14,14
"787","F",17,1,1,0,"secondary education","higher education",2,3,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,0,"good","high","very high","very low","not sure","very high",8,11,14
"788","F",17,1,1,0,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","not sure","low","low","not sure","low",0,12,15
"789","F",18,1,0,0,"secondary education","secondary education",2,2,0,"<15mins",">10hrs",0,0,1,0,0,1,1,1,0,"excellent","not sure","not sure","very low","very low","very low",4,14,15
"790","F",17,0,1,1,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","low","not sure","low",0,14,16
"791","M",18,1,1,0,"higher education","higher education",0,2,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","low","low","low",0,12,13
"792","M",18,1,0,0,"secondary education","higher education",2,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","not sure","not sure","very low","not sure","very high",6,16,17
"793","F",17,1,1,1,"5th-9th grade","5th-9th grade",1,1,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"not sure","not sure","very low","very low","low","high",18,10,14
"794","F",18,1,1,0,"5th-9th grade","secondary education",1,3,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","not sure","not sure","very low","low","not sure",0,11,14
"795","F",18,1,1,0,"secondary education","5th-9th grade",3,2,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,1,"excellent","high","not sure","low","not sure","very low",4,14,17
"796","M",18,0,1,0,"higher education","secondary education",0,2,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,1,"excellent","not sure","low","very low","low","high",4,15,17
"797","M",18,1,1,0,"higher education","secondary education",0,3,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,1,"excellent","high","very high","low","not sure","very high",0,14,14
"798","F",17,1,1,0,"higher education","secondary education",4,3,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","high","not sure","very low","not sure","high",0,11,13
"799","F",17,1,1,0,"5th-9th grade","primary education",2,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,1,"good","not sure","high","low","low","very low",10,12,15
"800","F",17,1,1,0,"5th-9th grade","primary education",2,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","very high","low","high","high",4,12,16
"801","F",19,1,0,1,"5th-9th grade","secondary education",1,3,2,"15-30mins","<2hrs",1,0,0,0,0,1,0,1,0,"bad","low","not sure","not sure","high","very high",16,10,11
